userid,mtime,rating_star,comment,sentiment
80750179,19/05/2021 20:37,5,Giống v a đc ko a em tinh tế có bài viết của mình là người lớn tuổi hơn mình thì mình cũng nên có cái gì cũng nên có cái gì cũng nên,Tích
139753383,21/05/2021 22:37,4,"Giao đủ hàng, giao hàng khá nhanh nháaa. Son em thấy màu k chuẩn như ảnh",Trng
11509202,18/05/2021 00:23,5,ibibibobivibovivovivobibobobobobo,Tích
37692983,06/07/2021 22:52,5,"Giao hàng quốc tế nên hơi lâu, đóng gói cẩn thận sẽ ghé lại nữa.",Tích
47066216,25/06/2021 15:27,5,"son đẹp lắm mng nên mua nhaa, sẽ quay lại ủng hộ tiếp",Tích
80834745,14/06/2021 15:43,5,"Hàng giao đầy đủ, đóng gói cẩn thận, mua bao nhiêu lần cũng vẫn thích",Tích
85284320,29/04/2021 09:13,5,vỏ son siêu xinh nha màu lên cũng ổn thui không đến nỗi quá tốt đâuu,Tích
97023483,14/05/2021 13:21,5,"Hàng đẹp mà siêu rẻ luôn ấy mn, chất lượng cũng tốt nữa. Mn nên mua",Tích
35557733,03/07/2021 12:02,5,mua mấy lần ở shop rồi ấy ạaa đỉnh nhất là cái mascara luôn ý mà giao siêu nhanhh,Tích
81470876,07/05/2021 22:37,5,"Son đẹp màu ko có nhiều sắc nâu nhue hình nma vẫn đẹp nha, giao hàng nhanh, giá cả phải chăng",Tích
371098135,21/06/2021 10:26,5,Hàngg xài ok nha quí dị ơii.đừng kì cọ dô hình là xài đc tận ngày đóa cũng tùy cơ địa mồ hôi nữa nhé,Tích
235397002,21/06/2021 10:58,5,"Đã nhận được sản phẩm rồi ạ. Shop đóng gói rất cẩn thận. Mở ra trông xinh lắm, còn được chiếc vòng cột tóc nữa. Cảm ơn shop rất nhiều ạ",Tích
193560998,03/07/2021 15:29,5,Goodd,Tích
397931249,01/07/2021 20:29,5,"son đẹp, chất lượng, giá rẽ nhunge rất ok, mix với blr A là chuẩn đẹp, mọi người nên mua nha, xin lỗi vì ảnh và video không liên quan ạ",Tích
150936644,05/07/2021 15:03,5,Giao hàng đầy đủ chưa dùng nên không biết chất lượng như thế nào nhưng mùi thơm lắm nên mua giao đúng màu,Tích
46125610,16/05/2021 20:13,5,"Son đẹp, xinh lắm. Shop giao đúng mẫu, hàng giao cũng khá nhanh.",Tích
183804337,21/05/2021 13:14,5,sản phẩm oki ship khá lâu bù qua chất lượng hâh gói hàng kĩ mãi ủng hộ,Tích
79062771,20/06/2021 13:37,5,"Shop đóng gói cẩn thận, vì ship từ nước ngoài nên giao hơi lâu, giá rẻ nhưng sản phẩm tốt, sẽ ủng hộ shop nữa",Tích
196396176,21/05/2021 09:00,5,"Son bóng rấc okila nhaa, tim tím xinh xẻo cực, đáng giá tiền áy",Tích
325497286,04/07/2021 02:01,5,Sản phẩm đẹp và chất lượng. Giao hàng nhanh. Sẽ tiếp tục ủng hộ shop,Tích
254265537,17/05/2021 20:40,5,Son tím siêu xinh. Đánh lên môi khá mượt. Màu lên xinh lắm. Nên mua nha,Tích
340503034,05/05/2021 20:47,5,Shopp giaioo hàngg nhanhh kinh khủng. Tư vấn nhiệtt tìnhh nữaa ạ. Mnn nênn ủngg hộ shopp nhaa,Tích
95974196,30/04/2021 06:51,5,"Vỏ hộp thì siuu đẹp, màu cũng lên đẹp lắm luôn nhưng mỗi tội là mình ko mua đc màu mình thích nhưng vẫn thích lắm nha",Tích
159224466,24/05/2021 12:03,5,"Đồ của shop xinh lắm luônn. Ưng lắm, lần sau sẽ ủng hộ shopp. Đóng gói rất cẩn thận, bên trong còn được tặng thêm nút buộc tóc. Thank shopp",Tích
36619605,01/07/2021 00:52,5,son mượt màu đẹp khá lâu trôi.,Tích
235337900,05/07/2021 09:26,5,"shop mày bán rất oki nha giá lại hớp lí, sẽ ủng hộ shopp nhiều lần nữa",Tích
240104639,12/05/2021 20:39,5,"Son chất khá okee, tán cx dễ, màuu đẹp nhee mà có vẻ herr ít",Tích
368185231,28/06/2021 23:11,5,Shop giao hàng nhanh lắm đóng gói kĩ càng sản phẩm ok nên mua nha,Tích
79618360,18/06/2021 19:59,5,Màu hơi hồng quá hơi khó tán chỉ đọng ở lòng môi bao bì đẹp chắc chắn,Tích
287112031,26/05/2021 13:14,5,Đánh giá chỉ mang tính chất nhận xu chúc mọi người có một ngày tốt lành,Tích
350284952,13/05/2021 13:33,5,Son siêu đẹp luôn nha. Chất mịn. Vỏ xinh sksddssdbd,Tích
195481671,01/06/2021 11:36,5,Son đáng yêu cực ạ màu lên môi cũng đẹp nữa lần sau sẽ mua tiếpp,Tích
195481671,08/06/2021 15:47,5,"Son mịn, đúng màu xinh xẻo, màu và đều đẹpp",Tích
281937079,19/05/2021 10:12,5,Sp tốt giá rẻ phù hợp với giá tiền.,Tích
408874261,26/06/2021 12:56,5,"Son màu đẹp. Bao bì thì OK. Màu lên ổn, ko trầm mấy.o. Cái hình là do mk oom lên nên ko đc sắc nét cho lắm",Tích
380792556,04/07/2021 13:21,5,Đóng gói sản phẩm đẹp và chắc chắn nên mua nha mn,Tích
256633051,31/05/2021 15:43,5,Thời gian giao hàng nhanh. Ảnh và video chỉ để nhận xu. Shop phục vụ rất tốt,Tích
291123504,17/06/2021 10:26,5,Vỏ ngoài rất xinh xắn luônn. Màu rất đẹpp. Mùi cũng thơm thơm. Nên muaa,Tích
384642367,01/07/2021 19:46,5,Uttudyckudhxgykdykxgxhcchvhchvkvhxchchcuccvkcyxc,Tích
429598444,03/07/2021 20:46,5,abcdeghiklmnopqrstuvxysnsddkskkssosososoeoeoeidiieie,Tích
224784392,02/07/2021 11:09,5,Hàng đẹp. Giao hàng nhanh. Sẽ còn ủng hộ thêm nhiều sp của shop,Tích
392892596,06/05/2021 19:40,5,"Đủ sản phẩm, xịn xò, giao hàng nhanh, chưa sd nên chưa biết sao",Tích
150707572,02/07/2021 20:57,5,chất lượng sản phẩm tuyệt vời giao hàng nhanh đóng gói cẩn thận,Tích
80965801,30/06/2021 09:00,5,màu này mình chưa test hy vọng sẽ xinh giống đợt trước mình mua.,Tích
352604562,09/06/2021 22:38,5,Giao hàng nhanh. Son xinb lắm nha,Tích
20273920,19/04/2021 08:20,5,Nhận đủ hàng. Chất son thơm mịn lắm. Mới test thử sơ sơ. K pít có lì k thì chưa biết.,Tích
79300168,20/04/2021 15:58,5,Son bóng nên lúc đè lên son khác trông cũng OK giá thành rẻ nhưng mà chả thích cái đầu cọ lắm lúc đầu nghĩ thoa sẽ dễ nhưng mà không,Tích
291870694,23/04/2021 14:47,5,"Trong video mình quay thì màu hơi sáng tí, nhưng màu ở ngoài đẹp lắm nhà, son khá là mịn, vỏ son cute, nên mua nha mng.",Tích
852959,24/04/2021 01:55,5,"Son bóng thơm nhẹ, có nhũ blink blink, chất phù hợp với giá tiền",Tích
224100719,20/04/2021 08:03,5,Xịn xò lắm mọi người oi,Tích
42242997,17/06/2021 12:41,5,"Xoay nắp thì kêu cọt kẹt. Kim tuyến màu đẹp, son hơi dính. Mình mua để chụp ảnh cho đẹp nên vậy ok rùi",Tích
350690288,26/04/2021 17:44,5,Okiepp son xinhh ahh Ship cựcc nhanhh luônn ahh,Tích
377956476,22/05/2021 11:55,5,Son màu đẹp lắm haha gbvcdssreuioobvvcxsserttyu,Tích
233021162,15/04/2021 13:12,5,Mua nhiều lần mà lần nào cũng ưng luôn í. Giao đủ hàng đúng mẫu. Giá rẻ. Bọc hàng siêu cẩn thận. Giao hàng cũng siêu nhanh.,Tích
400594097,26/04/2021 17:59,5,Sản phẩm tốt. Giao hàng HN khá nhanh. Chất lượng phục vụ đc.,Tích
357034094,19/04/2021 12:39,5,Son ưng quá troii.,Tích
268196515,14/05/2021 17:03,5,"chắc lượng sản phẩm tốt giao hàng nhanh đóng gói cẩn thận rất đáng tiền mua, son này dùng thích lắm nha chất son mượt hơi lì",Tích
424583289,18/04/2021 12:56,5,son chất đẹp mùi thơm ship nhanh nch là được,Tích
200941352,12/04/2021 22:12,5,Son môi màu hồng nhạt nhòa cẩu thả trong những ngày đầu năm mới giáp ngọ năm giáp ngọ năm giáp,Tích
292925963,28/05/2021 16:06,5,"Son cũng khá mượt, mịn. Mà có cái son bóng là hơi hôi, son kia thì cx thơm. Không bt là real hay ake nữa",Tích
33467660,10/05/2021 17:53,5,Son đẹp lắm nha bling bling cực mà giá thì quá rẻ rồi nghiện đồ của shop luôn,Tích
131643447,28/04/2021 17:30,5,"Màu lên xinh xỉu, nên mua màu này, mùi thì hơi khó diễn tả nma cx chấp nhận được, mở nắp thì kót két, nma có hai mấy ngàn nên như vậy là đỉnh lắm á",Tích
165444780,06/04/2021 12:58,5,"Son thiết kế phần vỏ khá đẹp, lấp lánh blink blink, chất son khá mịn, dễ trôi",Tích
306058616,08/04/2021 13:16,5,Huhu son xinh vãi. Dầu gội khô dùng ổn. Phấn cũng đc. Giấy thấm dầu thì mỏng quá dễ rách,Tích
215718945,11/04/2021 13:32,5,Hàng giá rẻ màu này kén da và chất son ko đẹp và ko lì hơi bị nc. Đóng gói hàng kỹ lưỡng ô bị hư hại. Có thể ủng hộ shop mua hàng những lần tới,Tích
86998346,13/04/2021 20:17,1,"Hàng quá tệ, giao lâu",Tiêu
8625152,20/04/2021 12:06,5,"Đóng gói hàng cẩn thận, giao hàng nhanh, chất lượng sản phẩm tốt",Tích
59142297,08/04/2021 17:00,5,Son lỳ khỏi chê mà kh hề bị khô môi luôn màu mắt lên màu chuẩn khỏi chê lần đầu tiên mua mà ưng từ ngay cái khâu gói hàng cứ sợ bảng mắt bị bể,Tích
294934235,05/04/2021 16:49,5,Son Kem Gellas Tlight Vỏ Trangvbnsnxnnxnxnn,Tích
136838200,06/04/2021 20:17,5,Xinh xỉuu,Tích
51355656,05/05/2021 09:33,5,"Son màu ko tươi như trong hình nhg vỏ đẹp,mùi dễ chịu,mua của shoo nhiều r nên ko có rì ko hài lòng cả",Tích
7464366,10/06/2021 15:33,5,Hàng nhận đủ và đóng gói ổn. Shop nhiều mặt hàng xinh sẽ ủng hộ lần nữa,Tích
235341522,06/04/2021 11:36,5,Hahnsbshghsb son đẹp,Tích
142767180,03/06/2021 18:30,5,". Triền đê tuổi thơ ở ngoại thành Hà Nội. Tháng Sáu về, nắng hè còn gay gắt, nhưng chẳng thể phủ nhận vẻ đẹp của bầu trời. Tháng Sáu, bầu trời trong và cao, xanh một màu yên ả. Bên triền đê, những đám cỏ xanh mượt như trải dài đến tận cuối đường. Nhớ ngày còn bé, nghỉ hè được",Tích
167048543,25/04/2021 08:36,5,Hàng đẹp lắm nhaa giá còn rẻ nữa thích ghê á sẽ mua ủng hộ shop,Tích
7810345,10/04/2021 07:21,5,dthh đẹpp okelaa neenenenneneen hihihihihihihi,Tích
29929716,07/05/2021 14:20,2,"Sản phẩm tệ, không giống như hình",Tiêu
134719186,21/03/2021 00:43,5,vỏ son rất xinh và chắc chắn. chất lương siêu siêu ưng luôn ạ,Tích
51866050,11/03/2021 12:17,5,"son vỏ siêu đẹp luôn ý ạ, bản dupe của romand ạ. Chai setting spray mùi thơm siêu nhẹ, rẻ vs đẹp lắm ạ, xịt lên tầm p là set lại r, còn có kim tuyến nhỏ siêu xinh. Chai ml nhỏ gọn, dẽ mang đi du lịch",Tích
162430306,23/04/2021 13:30,5,"Xinh ạ, mình đã up vid lên tik tok rồi nha, lần sau sẽ ủng hộ tiếp ạ",Tích
306799474,09/03/2021 16:59,5,"Trời ơi son yêu quá, đồ nội địq trung mà chất lượng lắm, tưởng màu ko đẹp mà đẹp không tưởng",Tích
369570582,10/03/2021 10:50,5,"Sp siêu đẹp luônn, hàng y hình, shop phục vụ rất tốt là đằng khác",Tích
118519189,07/03/2021 01:26,5,Son dùng ổn. Màu lên xinh. Dễ trôi. Giá hợp lý. Mùi son không thơm lắm,Tích
375598578,06/05/2021 21:50,5,nsnsnxbxbdhdeeikskcncnteoknxnxbdnssksksksmnxnxnxnx hàng ok nha mn,Tích
77344891,08/03/2021 10:53,5,Chồydoypuhxyodlhxgpudtiitgkxylxgo b nvlvouxitsixclhclhcv,Tích
103077286,24/04/2021 13:40,5,"shop đóng gói hàng đẹp ghê á, giao hàng nhanh lại còn được tặng cả quà nữa chứ sẽ quay lại uho shop dài dài",Tích
36255471,08/05/2021 22:55,5,"vỏ son rất là cute, màu cũng oke, không bóng như mình tưởng nên hơi sầu",Tích
25488092,07/07/2021 09:30,5,"son vỏ đẹp, cọ khá cứng ko phải cọ lông. lên màu bóng nhũ nhũ trong suốt. đô bóng vừa phải ko phải dạng siêu bóng. giao hàng hơi lâu. đóng gói đẹp",Tích
50631036,02/07/2021 13:08,5,"Giao hàng siêu nhanh luôn ý, mới đặt sáng hqua mà hnay đã nhận đc hàng rồi, vỏ màu tím siêu xinh luôn, chưa đánh thử nhưng test ra tay thấy cx ổn",Tích
147144039,26/04/2021 12:01,5,"Chuẩn bị giao hàng nhanh, son thì quá nhiều rồi nhưng chưa có son bóng thì mua thỏi này thêm nha các bác, nó xinh",Tích
234011286,16/06/2021 15:30,5,"shop giao hàng nhanh kinh khủng, màu rất đẹp nha mỗi tội hơi khô nhưng mà với giá thành này thì k đòi hỏi nhiều",Tích
147303848,29/04/2021 10:34,5,"Lựa được màu đúng ý tuii, còn được tặng đồ buộc tóc, shop dth ghiaa Á",Tích
65861979,10/06/2021 08:34,5,giao đầy đủ hàng và giao nhanh lắm luôn. sản phẩm chất lượng giá rẻ,Tích
220478904,21/05/2021 11:45,5,Mùi khá thơm nói chung là ok. Lần đầu mua và thấy khá hài lòng,Tích
52139991,11/05/2021 08:06,5,"Son rẻ mà dùng rất thích ạ, son không thích hợp với mấy bạn môi khô lắm",Tích
96508968,10/05/2021 13:48,5,Son xinh lắm nhá chỉ có đều so với giá thì k thể nói về chất lượng đc giá nó khá rẻ nên nó k có khả năng bám màu lâu,Tích
65562428,05/07/2021 16:36,5,Hàng chất lượng. Shop còn tặng thêm dây buộc tóc nữa. Nên mua nha. Cảm ơn shop,Tích
75535112,17/05/2021 17:42,5,Xinh lắm hehe từ packaging tới chất lượng đều ok,Tích
260721453,04/05/2021 18:22,2,"Giao hàng thiếu, sản phẩm bị vỡ",Tiêu
82475984,13/05/2021 17:34,5,"Hàng đẹp, giao hàng nhanh, màu cx rất oki, đối va giá này thì khá là hợp lí, nên mua nha",Tích
319579439,28/06/2021 20:51,5,"Son đẹp, giống hình",Tích
254549199,27/05/2021 16:06,5,Son xinh đẹp lì lắm nha mng nên mua ạ mua shop nhiều lần rồi rất ưng,Tích
262609988,09/05/2021 11:08,5,"Son xinh xĩu up xĩu don, gói hàng thì siêu siêu kỹ luôn ýyy",Tích
153697118,26/04/2021 10:14,4,Son đẹp lắm nhưng mik đánh lên môi thấy nó cứ bột bột sao á,Trng
9724715,25/04/2021 15:32,5,màu xinh cực ý mềm mịn nữa,Tích
210806147,29/05/2021 11:57,5,Dễ thương lên màu đẹp,Tích
238972298,02/06/2021 09:33,4,mình thấy cái kẻ mắt của lameila vỏ đen nó k ra màu mà có ra một tẹo còn cái vỏ hồng rất ổn nha vẽ ra lên rất đẹp mà còn mảnh còn lại thì rất okee,Trng
307103611,30/04/2021 20:20,4,"son màu đẹp cực, chất son cũng ok lắm luôn",Trng
402569517,02/06/2021 21:03,5,Kiểu dáng mk khá ưng nhỏ gọn xinh xắn. Màu son cũng khá đẹp và bắt mắt,Tích
284173496,15/05/2021 18:03,5,chất son lỏngg lắm giống chất nước rửa tay khô nhà mình,Tích
227117182,28/04/2021 19:43,5,Son giao không đúng màu,Tích
323739133,14/06/2021 22:49,5,"Màu xinh, vỏ cute đáng mua nha",Tích
263765807,16/06/2021 07:08,5,Hàng đẹp chất lượng ok giao nhanh,Tích
233897469,17/05/2021 15:39,5,Tốt á nhưng son không lì al mấy,Tích
30933488,26/06/2021 15:23,5,"Hàng đẹp, giao đủ số lượng. Sẽ ủng hộ nữa",Tích
48536884,24/04/2021 10:29,5,Rất tốt,Tích
329861096,07/05/2021 16:39,5,"Son lì, mùi thơm, mềm môi shop còn tặng thêm dây buộc tóc cute nữa sẽ ủng hộ shop dài dài",Tích
424078332,30/04/2021 01:01,5,Hàng rất ok la dhvruhggu,Tích
332867753,11/05/2021 16:15,5,"shop đóng gói cẩn thận, hàng đẹp, ưng cái bụng lắm ạ",Tích
454256286,22/06/2021 01:15,5,đẹp lắm ạ mà lỡ liếm thì hơi đắng,Tích
455399240,15/06/2021 18:28,5,"lì lắm, ổn nha",Tích
463777750,18/06/2021 11:08,5,Màu lên rất đẹp đống gói kỹ,Tích
442335795,13/06/2021 15:08,5,Siêu xinh luôn ạ,Tích
250337165,18/04/2021 20:25,5,Chỉ giao sai màu tóc mái còn lại mọi thứ ok đáng mua.,Tích
365249348,16/04/2021 13:01,5,Shop uy tín,Tích
362991180,08/04/2021 21:31,5,"Hàng như hình, hàng ổn, dùng tạm được, shop rep tin nhắn chậm, shipper giao hàng lâu, ko gọi đt cho khách hàng, Okok",Tích
83565103,09/04/2021 17:46,5,Xinhh,Tích
16950203,04/04/2021 18:19,5,Dùng quá ok lun.,Tích
123151984,31/03/2021 16:04,5,"Son mở nắp ra bị đổ, giống như là đã từng sử dụng qua vậy, hơi thất vọng chút",Tích
76950202,21/03/2021 12:45,5,"Tôi viết vài đánh gia chân thanh, nghiêm tuc này, tôi hứa sẽ viết thật dài, đủ ý, rõ rang. Mang đến kinh nghiệm mua hàng bất chấp của bản thân chia sẽ. Để nhận xu thôi nha.",Tích
311522559,05/03/2021 17:23,5,"son xinh hơn mình tưởng tượng, shop giao đúng hàng, đóng gói rất cẩn thận nha màu lên cũng xinh nữa, nói chung là đáng giá tiền rất ưng mọi người nên mua nha",Tích
223893688,08/03/2021 19:07,4,"Màu trong hình vs ở ngoài khác xa nhiều luôn, lên môi mình là màu đỏ hồng base hồng",Trng
140182452,09/03/2021 18:02,5,Chắc son siêu đẹp mịn lì quá là ưng lun. Vỏ xinh quá la xuất sắc,Tích
208344562,09/03/2021 13:30,5,Son lì lắm luôn mịn cực kỳ,Tích
348706144,08/03/2021 20:19,4,Son xinh và chất son ok lắm luôn í nma giao tới thì bị nứt ít dưới đáy son ạ,Trng
22280608,04/06/2021 14:57,5,"Shop giao đủ hàng gồm vành, đinh ốc và lưới. Đóng gói cẩn thận. Giao hàng nhanh. Đánh giá shop",Tích
18881465,24/06/2021 17:02,5,Cũng có khách k theo thực đơn vẫn giảm okela lắm Nên tuỳ cơ địa mỗi b khác nhau Bên c sẽ hỗ trợ để e giảm cân hiệu quả nhất có thể e nha,Tích
6283595,20/06/2021 20:00,5,Ảnh minh hoạ để lấy xu. Nhưng hàng đẹp và chất lượng lắm. Mọi người nên mua nha,Tích
14742023,10/06/2021 21:20,5,"hàng bọc cẩn thận, đầy đủ sẵn lưới và ốc vít. shop nhiệt tìnhh",Tích
4510434,15/06/2021 21:24,5,Hàng chắc chắn bao bịch kỹ giao hàng nhanh sau này sẽ ủng hộ tiếp,Tích
60351569,28/06/2021 13:15,5,"Hàng ok, giao hàng hơi lâu, nhưng ship rất nhiệt tình. Đóng gói cẩn thận. Rất ưng",Tích
125792542,01/07/2021 06:52,5,"Đúng xịn lun mn ơiiuu, vừa rẻ vừa đẹp nữa, muaa",Tích
321416807,30/06/2021 09:51,3,"Gói hàng tạm được,không biết đó vận chuyển hay sao mà hàng bị tróc sơn",Trng
298558869,25/05/2021 13:11,5,Khung rất chắc chắn shop đóng gói rất cẩn thận còn tặng kèm thêm ốc vít v. Nhưng mà có điểm trừ là shop lấy hoá đơn của các khách hàng khác gói ốc vít như vậy thì k ổn lắm,Tích
151848536,07/07/2021 19:09,5,"Sản phẩm đẹp rất thích hợp tăng chiều cao cho trẻ. Giao hàng nhanh, bé nhà mình rất thích",Tích
192745762,06/06/2021 11:06,5,"Giao đầy đủ phụ kiện, khung chắc chắn xxhchddhh và bhx",Tích
57548768,18/05/2021 16:17,5,"Hàng giao nhanh, đóng gói đẹp, chắc chắn, giá thành phù hợp, ok lắm.",Tích
402722444,15/06/2021 15:20,5,Nachbnncnxnnmm.Rổ ổn đáng mua nha ae.ndndndndnds,Tích
300276848,15/05/2021 12:01,5,Giao hàng nhanh. Khung rất chắc chắn. Shop có tặng đầy đủ ốc vít.,Tích
88201361,04/07/2021 17:45,5,"Đã năm kể từ dịch bùng phát, huynh đệ chúng ta đã không còn được gặp nhau nữa",Tích
299746319,06/07/2021 12:16,5,Cbdbddieibbxbs âmmaiinsmsndbbnndienansnxnsn,Tích
168854164,07/07/2021 11:52,2,Sản phẩm không như mô tả,Tiêu
92514982,04/06/2021 10:26,5,"Sản phẩm đúng mô tả, đóng gói cẩn thận, sử dụng tốt vận chuyển nhanh",Tích
137965528,30/05/2021 11:49,5,Sản phẩm giống hình đầy đủ ốc vít trông rất đẹp đóng gói kỹ càng thời gian giao hàng nhanh mùa dịch tự lm rổ cho đỡ chán,Tích
71129224,24/06/2021 18:25,5,CHẮCC CHẮNN TOO THÍCH HỢP VS TRẺ CON NHÀ MÌNHH. BÓNG CHẮC CHẮNN DÀY DẶN NẢY. mỗi tội ốc vít hơi yếu nên mình phải thay bằng ốc vít nhà mìnhh,Tích
28417725,31/05/2021 00:25,5,"Sản phẩm đẹp, chắc chắn rổ kèm lưới luôn rồi mình lại đặt thêm lưới nhưng k sao để hỏng có cái thay",Tích
374365369,02/07/2021 09:34,3,Veri gud Giao hàng shoppe bị chậm nên gây ức chế,Trng
112757521,08/07/2021 16:40,5,YTYTGGHGHGHGHGHGHGUTGYTULTYGHGHGGHGHGG,Tích
109545768,13/05/2021 12:52,5,Hàng đúng như quảng cáo. Cơ bản hài lòng với sản phẩm. Thiếu ốc vít đi kèm như quảng cáo. Shop đã gửi bổ sung ốc vít. Rất hài lòng với chất lượng dịch vụ kịp thời cho khách mua hàng. Tiếp tục ủng hộ shop,Tích
133394104,24/06/2021 21:02,5,Hàng chắc chắn Đáng mua,Tích
354217035,29/06/2021 17:58,5,Hình ảnh chỉ mang tính chất nhận xu nhưng mà hàng ok lắm khuyến khích mọi người nên đặt ở những mảnh tường chắc chắn nhe nếu kh là nó sẽ bị rớt đó,Tích
68853293,13/05/2021 07:43,5,"Đặt rổ giao bóng nhưng shop cũng đã giao lại cho mình rồi nên hàng không sao bóng đẹp rổ ok, cảm ơn shop",Tích
220995193,09/06/2021 22:27,5,hàng rất ổn và tốt giao hàng tận nơi rổ bóng cũng đẹp và chuẩn nchung là ưng,Tích
175440458,20/05/2021 16:55,4,Giao hàng nhanh. Khung bóng rổ hơi to,Trng
153029033,17/06/2021 20:38,5,Hàng chất lượng,Tích
237854089,21/06/2021 15:33,5,Giao hàng nhanh hàng tốt vận chuyển bị rách bọc nên mất hết óc,Tích
89546431,22/06/2021 13:11,5,Ốc vít nhỏ quá. Hàng thì ok,Tích
298224093,18/06/2021 14:52,5,Đc coá,Tích
433171561,22/05/2021 12:14,5,"Hàng ok, hơi to",Tích
444258316,21/05/2021 18:58,5,Chất lượng sản phẩm tốt. Rổ chắc chắn. Có tặng kèm ốc vít đầy đủ,Tích
438579844,08/07/2021 10:05,5,Rất tốt chất lượng,Tích
335639137,29/05/2021 18:28,5,Nicee,Tích
300332886,15/06/2021 00:45,5,to hơn mong đợi,Tích
338920315,02/06/2021 19:00,5,Giao nhanh,Tích
369815629,20/05/2021 14:59,5,Đẹp lắm ạ,Tích
284927522,19/06/2021 08:14,5,Chắc,Tích
268165652,17/06/2021 19:07,3,Tạm thôu,Trng
464376285,22/06/2021 11:53,1,Ko chất lượng,Tiêu
43903239,28/06/2021 18:07,4,Chất lượng tốt.vải mỏng mát.ủng hộ shop.nhưng màu áo với quần của bộ thể thao không giống hình.,Trng
58202178,25/06/2021 10:22,5,"Áo mát, shop ship nhanh. Mình vừa đặt ngày đã giao hàng luôn rồi",Tích
32858520,29/04/2021 22:01,5,Chất lượng sản phẩm ổn. mỗi tội áo chật thôi hơi bị bó.mặc tạm vậy,Tích
200767519,21/05/2021 20:36,5,Hàng rất chuẩn đúng mẫu mã mặc rất thích.sẽ ủng hộ nhiều lần nữa,Tích
154925678,18/05/2021 10:31,5,"Chất lượng sản phẩm tuyệt vời,gói cẩn thận, giao hàng nhanh.",Tích
117784229,08/06/2021 13:25,5,Sản phẩm y hình chất lươngk tuyệt vời đẹp nóii chung so vs giá tiền thì chất lượng ổn,Tích
224532689,27/04/2021 12:33,5,Hàng ok đúng mô tả vừa khít với ng,Tích
53572990,17/06/2021 08:12,5,Áo chất lượng okie mỗi cái bụng mình to nên hơi chật tẹo áo hợp với ai dáng body hơn,Tích
194713916,27/04/2021 02:51,5,Tiền nào của đấy duxbduxbdduhdbshuxhdbshsudvdhduxudhsddhdbddhdhhdhhd,Tích
298954236,21/05/2021 15:07,5,"Hàng đẹp giao hàng nhanh lắm luôn ý, mua cho ny mà ny thích lắm hyhy sẽ ủng hộ shop nhiều hơn",Tích
361477193,17/06/2021 15:28,5,Sản phẩm hay tốt quá ok hi ha hi ha ngon bổ sung dẻ tốt hic ha hic hi ha,Tích
